Date,Time,Location,LOCATION,LOCATION_EXACT,Operator,OPERATOR_TYPE,Flight #,Route,FROM,FROM_LONGITUDE,FROM_LATITUDE,FROM_STATE,TO,TO_LONGITUDE,TO_LATITUDE,TO_STATE,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Reason,Crash_ID
10/24/2004,16:30,"Martinsville, Virginia",Martinsville,Virginia,Private - Hendrick Motorsports Inc.,Others,,"Concord, NC - Martinsville, VA",Concord,-122.0310733,37.9779776,NC,Martinsville,-79.8725386,36.6915262,VA,Beech 200 Super King Air,N501RH,BB-805,10,10,0,"The plane struck a steep incline in the Bull Mountain area seven miles from the Blue Ridge Regional Airport in heavy fog. Wreckage was confined to an area of approximately 200 ft. long. Killed in the crash were members of the Hendrick Motorsports racing team including the son, brother and two nieces of owner Rick Hendrick. Failure of the crew to properly execute the published instrument approach procedure. A contributing cause was the crew's failure to use all navigational aids to confirm and monitor their position during the approach.",2,10/24/2004Beech 200 Super King Air
8/26/2000,12:10,"Near La Fortuna, Costa Rica",Near La Fortuna,Costa Rica,SANSA,Others,1644,San Jose  - La Fortuna - Tamarindo,San Jose,-121.8949555,37.3393857,,La Fortuna - Tamarindo,-65.6331457,18.3299003,,Cessna 208B Grand Caravan I,HP-1357AAP,208B-0709,10,10,0,"The plane crashed head-on into 5,360 ft. Arenal volcano, 95 miles north of San Jose shortly after taking off from La Fortuna. The pilot was flying VFR and deviated from his course by 12 miles, most likely to give passengers a view of the volcano which had erupted earlier in the week. The reason the crew did not see the volcano is not known. Possibly, with changing meteorological conditions in the area, the volcano may have been obscured by clouds. The plane, built in 1998, had been leased from Aeroperlas.",0,8/26/2000Cessna 208B Grand Caravan I
11/28/2001,11:48,"San JerÃ³nimo de Moravia , Costa Rica",San JerÃ³nimo de Moravia,Costa Rica,SANSA,Others,1624,San Jose - Quepos,San Jose,-121.8949555,37.3393857,,Quepos,-84.1611111,9.4319444,,Cessna 208B Grand Caravan,HP-1405APP,208B0788,8,3,0,"The plane crashed into Chontal Hill in the TarrazÃº mountain range, 5 minutes before it was scheduled arrival at Quepos. The aircraft was flying IFR, in clouds, when it crashed into trees and broke apart. The plane was off to the left of its intended flight path.",0,11/28/2001Cessna 208B Grand Caravan
1/15/2000,13:10,"San Jose, Costa Rica",San Jose,Costa Rica,TACA,Others,,San Jose - Tortuguero,San Jose,-121.8949555,37.3393857,,Tortuguero,-83.502319,10.538714,,Let 410UVP-E,YS-09-C,861620,20,5,0,The aircraft was not able to maintain altitude after taking off and crashed into a house. The aircraft was overloaded. Lack of safety instruction to passengers. Flaps not properly selected. Took off with out clearance.,0,1/15/2000Let 410UVP-E
3/22/2009,14:28,"Butte, Montana",Butte,Montana,Eagle Cap Leasing,Others,,"Oroville, CA - Butte, MT",Oroville,-121.556359,39.5137752,CA,Butte,-112.5347776,46.0038232,MT,Pilatus PC-12/45,N128CM,403,14,14,0,The plane crashed 500 feet short of the runway while attempting to land at Bert Mooney Airport. The plane took a nosedive and crashed near Holy Cross cemetery. The plane was carrying children and adults from California to a skiing vacation in Montana when it diverted from its planned destination of Bozeman to Butte.,0,3/22/2009Pilatus PC-12/45
2/16/2000,19:50,"Sacramento, California",Sacramento,California,Emery Worldwide,Cargo,17,"Sacramento, CA - Dayton, OH",Sacramento,-121.4943996,38.5815719,CA,Dayton,-84.1916069,39.7589478,OH,McDonnell Douglas DC-8-71F,N8079U,45947/341,3,3,0,The cargo plane lost altitude after taking off and crashed into a auto salvage yard and burned. A loss of pitch control resulting from the disconnection of the right elevator control tab. The disconnection was caused by the failure to properly secure and inspect the attachment bolt.,0,2/16/2000McDonnell Douglas DC-8-71F
5/17/2008,16:30,"Stehekin, Washington",Stehekin,Washington,Chelan Air Service,Others,,Chelan - Stehekin,Chelan,-120.012398,47.845909,,Stehekin,-120.6564879,48.3093032,,de Havilland Canada DHC-2 Mark I Beaver,N5998Q,1151,5,2,0,The float plane flipped and crashed as it attempted to land in Lake Chelan near Stehekin Lodge. It appeared the plane's wheels were deployed even though it was landing on water. The pilot's failure to retract the landing gear wheels prior to performing a water landing. Contributing to the accident were the pilot's disabling of the landing gear warning/advisory system and possible fatigue due to his work schedule.,1,5/17/2008de Havilland Canada DHC-2 Mark I Beaver
3/29/2001,19:01,"Near Aspen, Colorado",Near Aspen,Colorado,Jetwingsco Inc. - Private Charter,Others,-,Los Angeles - Aspen,Los Angeles,-118.2436849,34.0522342,,Aspen,-106.8175387,39.1910983,,Grummand Gulfstream III,N303GA,303,18,18,0,"The aircraft was on final approach to Sardy Field when it crashed short of the runway into a hill northwest of the airport killing all aboard. The jet crashed into a small hillside 500 yards short of the runway, jumped over a culvert and crashed into another bluff exploding in flames. Wreckage was strewn over 100 yards. There was light snow and mist reported in the area at the time of the accident. The flight crew's operation of the airplane below the minimum descent altitude without an appropriate visual reference for the runway.  The crew was also under pressure to land before a landing curfew took effect.",0,3/29/2001Grummand Gulfstream III
5/24/2008,9:30,"Two Harbors, Catalina Island, California",Two Harbors,"Catalina Island, California",Island Express Helicopter Service,Others,,Long Beach - Two Harbors,Long Beach,-118.1956168,33.768321,,Two Harbors,-91.6707322,47.0227111,,Eurocopter AS350D Astar,N67GE,1604,6,4,0,The tour helicopter crashed near Banning House lodge in rain and poor visibility. The engine appears to have failed.,3,5/24/2008Eurocopter AS350D Astar
9/17/1999,,"Mt. Hidalgo, Mexico",Mt. Hidalgo,Mexico,Military - Mexican Air Force,Military,,Test flight,Test flight,-117.9168299,34.9288569,,,NA,NA,,Lockheed C-130A Hercules,3610,3217,5,5,0,The plane crashed just after maintenance personell replaced parts and were testing the plane.,0,9/17/1999Lockheed C-130A Hercules
6/25/1999,13:20,"Long Haul Lake, Manatoba, Canada",Long Haul Lake,"Manatoba, Canada",Blue Water Aviation Services,Others,,Test flight,Test flight,-117.9168299,34.9288569,,,NA,NA,,de Havilland Canada DHC-3 Otter,C-FIFP,73,2,1,0,,0,6/25/1999de Havilland Canada DHC-3 Otter
12/23/2003,9:13,"Helendale, California",Helendale,California,Pavair,Cargo,,"Chino,CA - Sun Valley, ID",Chino,-117.688944,34.0122346,CA,Sun Valley,-114.3517172,43.6971294,ID,Gates Learjet 24B,N600XJ,24B-190,2,2,0,"While en route and cruising at 24,000 ft. the crew of the cargo plane declared an emergency and tried to return to Chino Airport but the aircraft suddenly nose dived and crashed into the Mojave Desert. A loss of airplane control for undetermined reasons.",0,12/23/2003Gates Learjet 24B
10/24/2004,0:30,"San Diego, California",San Diego,California,Med Flight Air Ambulance - Private,Others,,"San Diego, CA - Albuquerque, NM",San Diego,-117.1572551,32.7153292,CA,Albuquerque,-106.609991,35.110703,NM,Learjet 35A,N30DK,35A-345,5,5,0,"Two minutes after taking off, the air ambulance crashed into Otay peak,  in an isolated area of mountains, 8 miles east of Brown Field Municipal Airport. Dark night visual conditions prevailed. The controller's Minimum Safe Altitude Warning System issued and alert during the last two radar returns. The air trafficontroller failed to alert the crew to altitude warnings as the plane was on track to fly into a mountain. The controller identified the airplane on the radar screen and instructed crew members to expect clearance above 5,000 feet, but then issued a heading that resulted in a flight track directly into the mountains. The mountain is at 3,556 feet altitude. Also, the flight crew did not follow the recommended departure procedures for taking off at night and in mountainous terrain. Failure of the flightcrew to maintain terrain clearance during a VFR departure, which resulted in controlled flight into terrain, and the air trafficontroller's issuance of a clearance that transferred the responsibility for terrain clearance from the fllightcrew to the controller. The controller's failure to provide terrain clearance instructions to the flightcrew, and failure to advise the flightcrew of minimum safe altitude warning alerts. Contributing to the accident was the pilots' fatigue which likely contributed to their degraded decision making.",0,10/24/2004Learjet 35A
9/19/2003,20:00,"Near La Quemada, Mexico",Near La Quemada,Mexico,Military - Mexican Air Force,Military,,Mexicali - Santa Lucia,Mexicali,-115.4522623,32.6245389,,Santa Lucia,-60.978893,13.909444,,Lockheed C-130A Hercules,3603,3025,6,6,0,Crashed while en route,0,9/19/2003Lockheed C-130A Hercules
12/28/2005,14:05,"Truckee, California",Truckee,California,Skyward Aviation,Others,,Twin Falls - Truckee - Carlsbad - Monterrey,Twin Falls,-114.4608711,42.5629668,,Truckee - Carlsbad - Monterrey,-100.309201,25.6732109,,Gates Learjet 35A,N781RS,35-218,2,2,0,"On final approach the plane crashed into an open field 2,200 feet short of the runway threshold. The plane was scheduled to pick up passengers for a trip to Carlsbad. The pilot's inadequate compensation for the gusty crosswind condition and failure to maintain an adequate airspeed while maneuvering in a steep turn close to the ground.",1,12/28/2005Gates Learjet 35A
3/18/2006,14:48,"Butte, Montana",Butte,Montana,Ameriflight,Cargo,,Helena - Butte,Helena,-112.0270306,46.5958056,,Butte,-112.5347776,46.0038232,,Beechcraft C99,N54RP,U-218,2,2,0,The cargo flight crashed into trees 7 nm from the airport  while attempting to land at Bert Mooney Airport. Wreckage was found 2 days later. The second pilot's failure to follow the published instrument approach procedure and the captain's inadequate supervision. Snow and mountain obscuration were factors.,1,3/18/2006Beechcraft C99
8/17/2004,23:40,"Great Falls, Montana",Great Falls,Montana,Alpine Air Express,Cargo,5071,Billings - Kalispell,Billings,-108.5006904,45.7832856,,Kalispell,-114.315102,48.200531,,Beechcraft 99,N199GL,U-15,2,2,0,"The cargo plane, carrying mail on behalf of the U.S. Postal Service crashed into  the side of Big Baldy mountain in poor weather. The pilot's failure to maintain adequate terrain clearance during cruise, which resulted in the in-flight collision with mountainous terrain. Dark night conditions and mountainous terrain were contributing factors.",1,8/17/2004Beechcraft 99
5/23/2008,1:25,"Billings, Montana",Billings,Montana,Alpine Aviation,Cargo,5008,Billings - Great Falls,Billings,-108.5006904,45.7832856,,Great Falls,-111.2833449,47.4941836,,Beechcraft 1900C,N195GA,U-65,1,1,0,"After taking off and  being told to turn left, the cargo plane, carrying mail, started a slow right turn until it crashed into a warehouse and burst into flames. The plane appeared to be inverted before it crashed. The pilot's failure to maintain aircraft control during the initial climb for undetermined reasons.",1,5/23/2008Beechcraft 1900C
9/19/2003,17:10,"Del Rio, Texas",Del Rio,Texas,Ameristar Jet Charter,Others,982,El Paso - Del Rio,El Paso,-106.4968055,31.7699559,,Del Rio,-121.9141324,38.0228008,,Learjet 25B,N666TW,25-116,2,1,0,"After touching down the aircraft did not brake correctly and overran the runway, crashed into a cemetery and burst into flames. The pilot's misjudged distance and speed during the approach to landing, and his failure to obtain the proper touchdown point resulting in an overrun. A contributing factor was the pilot's failure to abort the landing.",1,9/19/2003Learjet 25B
10/29/2003,8:51,"Cody, Wyoming",Cody,Wyoming,FedEx,Cargo,8773,Casper - Cody,Casper,-106.313081,42.866632,,Cody,-109.0565308,44.5263422,,Cessna 208B Caravan I Super Cargomaster,N791FE,208-0289,1,1,0,"While on approach after an 18 minute holding pattern the cargo plane crashed in a snowstorm on a highway  before coming to rest in Alkali Lake located short of runway. The pilot's failure to maintain aircraft control. Contributing factors include the pilot's failure to divert to an alternate airport, an inadvertent stall, and the snow and icing conditions.",1,10/29/2003Cessna 208B Caravan I Super Cargomaster
1/31/2000,16:21,"Off Point Mugu, California",Off Point Mugu,California,Alaska Airlines,Others,261,Puerto Vallarta - San Francisco,Puerto Vallarta,-105.230256,20.615845,,San Francisco,-122.4194155,37.7749295,,McDonnell Douglas MD-83,N963AS,53077/1995,88,88,0,"The aircraft crashed into the PacifiOcean south of Point Mugu in 650 ft. feet of water while en route from Puerto Vallarta to San Francisco. Radio transmissions from the plane indicated the pilots were struggling with a jammed stabilizer for the last 11 minutes of the flight before nose-diving into the sea. While preparing to make an emergency landing at Los Angeles International Airport control was lost and the MD-83 was seen in a nose-down attitude, spinning and tumbling in a continuous roll, inverted, before it impacted the sea.  Loss of airplane pitch control resulting from in-flight failure of the horizontal stabilizer trim system jackscrew assembly's acme nut thread. The component failed because of excessive wear resulting from Alaska Airlines' insufficient lubrication of the jackscrew assembly. Contributing to the accident were Alaska Airlines' extended lubrication interval and the Federal Aviation Administration's approval of that extension, which increased the likelihood that a missed or inadequate lubrication would result in excessive wear of the acme nut threads and Alaska Airlines' extended end play check interval and the FAA's approval of that extension, which allowed the excessive wear of the acme nut threads to progress to failure without the opportunity for detection. Also contributing to the accident was the absence on the McDonnell Douglas MD-80 of a fail-safe mechanism to prevent the catastrophieffects of total acme nut thread loss. Cynthia Oti, radio financial talk show host, Dean Forshee, guitarist, Jean Gandesberry, columnist, Tom Stockley, columnist were among those killed.",0,1/31/2000McDonnell Douglas MD-83
1/27/2001,17:37,"Byers, Colorado",Byers,Colorado,North Bay Charter,Others,,"Broomfield, CO - Stillwater, OK",Broomfield,-105.0866504,39.9205411,CO,Stillwater,-92.8088443,45.056004,OK,Beech King Air 200 Catpass,N81PF,BB-158,10,10,0,,0,1/27/2001Beech King Air 200 Catpass
3/28/2003,15:49,"New Vienna, Iowa",New Vienna,Iowa,Morris Hancock Flying Club - Charter,Others,-,"Aurora, IL - Morris, MN",Aurora,-104.8319195,39.7294319,IL,Morris,-73.1962245,41.6842633,MN,Beech A36,N1636W,E-348,3,3,0,"The aircraft, owned by a flying club as a rental airplane, was destroyed following an uncontrolled descent into terrain about 2 miles west of New Vienna, Iowa. The improper planning/decision by the pilot to fly into forecast icing  conditions with an airplane not equipped with a certified deicing system. Also casual to the accident was the continued flight in known icing conditions and the pilot not performing flight to an alternate destination. A contributing factor was the pilot's lack of qualification as an air carrier.",0,3/28/2003Beech A36
3/17/2000,12:31,"Ennadai Lake, Canada",Ennadai Lake,Canada,Points North Air Services,Cargo,,"Points North Landing, SK - Ennadai Lake",Points North Landing,-104.081552,58.266446,SK,Ennadai Lake,-101.2750841,60.8778979,,Douglas C-47A-5-DK,C-FNTF,12344,2,2,0,"After lifting off the cargo plane entered a steep, nose-up attitude, banked to the left, and crashed. The pilot lost control of the aircraft while conducting a go-around from a aborted landing on the ice strip.  The aircraft's center of gravity on the accident flight was beyond the aft C of G limit. The crew did not recalculate the aircraft's weight and balance for the second flight. Leaks in the heater shroud allowed carbon monoxide gas to contaminate cockpit and cabin air.",0,3/17/2000Douglas C-47A-5-DK
8/23/2001,,"Mugogo, DemocratiRepubliCongo",Mugogo,DemocratiRepubliCongo,Victoria Airlines,Others,,Kama - Kapmene,Kama,-101.705264,35.2185,,Kapmene,NA,NA,,Antonov 28,3C-LLA,1AJ005-22,11,4,0,After an engine failed the crew declared an emergency and elected to divert to Bukavu but crashed 10 km short of the airport.,3,8/23/2001Antonov 28
